MRP - PO Suggestion
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Purch.doc.|Item|Vendor|Vendor Name                        |Material         |      Quantity|Deliv.date|Material description                    |Plnt|Exception message        |Excep.msg.             |Curr.|      Net price|OPUn|   GR Qty.|ABC|PDT|SafetyTime|GRT|IPT|Ship Date |PGr|Purch. gp.       |Item text                               |Del. text|PO creatio|ETD.Seq.nu|ETD       |Confirmed.|Invoice|Last chang|User name|ETD Status|ETD Status Text       |
|4800019205|1140|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10031232         |      312.000 |08/08/2023|chip inductor,0.001uH,5%,0.045ohm,1.36A,|272J|Reschedule out (08/31/23)|                       |USD  |      0.021300 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0016K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1150|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10031305-001     |      300.000 |08/08/2023|SMT Inductor,0.6uH,+/-15%,0.0006ohm,35A,|272J|Reschedule out (09/01/23)|                       |USD  |      0.330900 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0016K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1160|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10031362         |    1,556.000 |08/08/2023|SMT Inductor,0.0018uH,5prc,0.043ohm,0.95|272J|Reschedule out (10/15/23)|                       |USD  |      0.018400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0016K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1170|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10031446         |      200.000 |08/08/2023|SMT Inductor,0.33uH,+/-10%,0.0003ohm,45A|272J|Reschedule out (09/15/23)|                       |USD  |      0.205000 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0016K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1180|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10031453         |       81.000 |08/08/2023|SMT Inductor,0.0082uH,+/-0.3nH,0.12ohm,0|272J|Reschedule out (08/11/23)|                       |USD  |      0.014000 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0016K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1190|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10031454         |      151.000 |08/08/2023|SMT Inductor,0.012uH,+/-2 ,0.15ohm,0.7A,|272J|Reschedule out (08/31/23)|                       |USD  |      0.012400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0016K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1200|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10031457         |    1,224.000 |08/08/2023|SMTInductor,0.033uH,+/-2,0.25ohm,0.6A"  |272J|Reschedule out (08/30/23)|                       |USD  |      0.013900 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0016K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1210|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10031463-003     |      100.000 |08/08/2023|SMT Inductor,8uH,+/-10%,0.0085ohm,17A,55|272J|Reschedule out (10/15/23)|                       |USD  |      0.809700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0003K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1220|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10031501-001     |      300.000 |08/08/2023|SMT Inductor,0.16uH,+/-15%,0.00023ohm,45|272J|Reschedule out (09/01/23)|                       |USD  |      0.260200 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0003K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1230|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10031514         |      100.000 |08/08/2023|SMTInductor,30uH,+/-12prc,0.0095ohm,40" |272J|Reschedule out (09/01/23)|                       |USD  |      2.286900 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0003K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1240|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10031519         |      100.000 |08/08/2023|SMTInductor,17uH,10prc,0.05ohm,7A,10.5" |272J|Reschedule out (09/08/23)|                       |USD  |      0.352100 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0003K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1250|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10031577-001     |      200.000 |08/08/2023|SMT Inductor,2.2uH,+/-20%,0.019ohm,10.5A|272J|Reschedule out (09/12/23)|                       |USD  |      0.081300 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0003K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1260|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10031606         |      135.000 |08/08/2023|SMT Inductor,0.033uH,2%,0.63ohm,0.26A,25|272J|Reschedule out (08/11/23)|                       |USD  |      0.011400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0003K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1270|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10031638         |      100.000 |08/08/2023|SMT Inductor,0.1uH,+/-20%,0.00016ohm,34A|272J|Reschedule out (09/10/23)|                       |USD  |      0.171800 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0003K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1280|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10031660-001     |      200.000 |08/08/2023|SMT Inductor,4.7uH,20%,0.081ohm,7A,40deg|272J|Reschedule out (09/02/23)|                       |USD  |      0.097600 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0003K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1290|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10032049         |      100.000 |08/08/2023|Core Assembly Inductor,8.2uH,+/-12%,0.00|272J|Reschedule out (10/15/23)|                       |USD  |      1.261900 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0003K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1300|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10070014-001     |    1,000.000 |08/08/2023|EMI Beads,25%,600ohm,0.25ohm,0.5A,0805,S|272J|Reschedule out (09/05/23)|                       |USD  |      0.004300 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0003K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1310|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |10070054         |    1,000.000 |08/08/2023|EMI Bead,25%,220ohm,0.1ohm,1.4A,SL0402,A|272J|Reschedule out (08/14/23)|                       |USD  |      0.002600 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0001K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1320|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |13010068-003     |      100.000 |08/08/2023|SAWFILTER,1950MHz,3dB,6PIN              |272J|Reschedule out (10/15/23)|                       |USD  |      0.195200 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0001K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1330|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |13010375-001     |       19.000 |08/08/2023|SAW Filter,2535MHz,3.5,6PIN             |272J|Reschedule out (08/11/23)|                       |USD  |      1.509000 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0001K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1340|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |13010441-001     |      200.000 |08/08/2023|SAW Filter,1747.5MHz,4,6PIN             |272J|Reschedule out (10/15/23)|                       |USD  |      0.761400 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0001K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1350|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |13010448-001     |      200.000 |08/08/2023|SAW Filter,725.5MHz,3.5dB,6PIN          |272J|Reschedule out (08/29/23)|                       |USD  |      0.509200 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0001K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1360|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |14040724         |       50.000 |08/08/2023|RFCoaxialConnector,MFBX,50ohm,Straigh"  |272J|Reschedule out (08/11/23)|                       |USD  |      0.338800 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0001K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1370|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |14040993         |      400.000 |08/08/2023|RF Coaxial Connector,E-SMP-MAX,50ohm,Str|272J|Reschedule out (10/10/23)|                       |USD  |      0.388500 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0001K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1380|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |14041910         |      100.000 |08/08/2023|RF Coaxial Connector,MBX,50ohm,Straight,|272J|Reschedule out (10/15/23)|                       |USD  |      0.549800 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0001K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1390|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |14041911         |       53.000 |08/08/2023|RF Coaxial Connector,MFBX,50ohm,Straight|272J|Reschedule out (08/27/23)|                       |USD  |      0.327400 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0001K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1400|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |14060454         |      120.000 |08/08/2023|CableConnector,Socket,9PIN,Vertical,Ma" |272J|Reschedule out (09/10/23)|                       |USD  |      0.517400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0001K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1410|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |14100346         |      107.000 |08/11/2023|OrdinarySocket,2*6PIN,DualRow,Straig"   |272J|Reschedule out (09/10/23)|                       |USD  |      0.197100 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002208HWA0017K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1420|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |14140137         |      100.000 |08/11/2023|Cardedge Connector,SFP+ Socket,20PIN,Rig|272J|Reschedule out (09/11/23)|                       |USD  |      0.145000 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002208HWA0017K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1430|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |14190868         |    1,049.000 |08/11/2023|Terminal block Connector,1Pin,40A,straig|272J|Reschedule out (09/08/23)|                       |USD  |      0.021900 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002208HWA0017K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1440|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |14190917         |    2,000.000 |08/11/2023|Terminal block Connector,1,15A,straight |272J|Reschedule out (09/15/23)|                       |USD  |      0.015400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002208HWA0017K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1450|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |14200650         |      100.000 |08/11/2023|High Speed Pluggable Socket,SFP28 Connec|272J|Reschedule out (10/15/23)|                       |USD  |      3.242900 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002208HWA0017K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1460|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |14990492         |      300.000 |08/11/2023|ConnectorAccessories,foilcopper,16mm*"  |272J|Reschedule out (09/14/23)|                       |USD  |      0.032300 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002208HWA0017K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1470|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15010042         |      400.000 |08/11/2023|Switching Diode,70V,200mA,1.25V,6ns,seri|272J|Reschedule out (09/11/23)|                       |USD  |      0.006100 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002208HWA0017K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1480|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15010314-002     |      600.000 |08/11/2023|Switching Diode,100V,200mA,1V,4ns,Single|272J|Reschedule out (09/11/23)|                       |USD  |      0.008300 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002208HWA0017K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1490|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15010329-001     |      200.000 |08/11/2023|SchottkyBarrierDiode,100V,5A,0.9V,Sin   |272J|Reschedule out (08/31/23)|                       |USD  |      0.109000 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002208HWA0017K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1500|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15010354-003     |      100.000 |08/11/2023|FastRecoveryDiode,200V,6A,1.05V,30ns,"  |272J|Reschedule out (09/08/23)|                       |USD  |      0.125700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/11/2023|P95|Israel Souza     |EMS02R20002208HWA0017K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1510|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15010422-001     |      600.000 |08/08/2023|Switching Diode,250V,225mA,0.93V,50ns,si|272J|Reschedule out (09/09/23)|                       |USD  |      0.006900 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0018K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1520|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15010589-007     |      200.000 |08/08/2023|Fast Recovery Diode,200V,1A,1V,35ns,SOD1|272J|Reschedule out (09/14/23)|                       |USD  |      0.018600 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0018K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1530|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15040120         |      200.000 |08/08/2023|Zener/12V/225mW/SOT-23                  |272J|Reschedule out (08/15/23)|                       |USD  |      0.007000 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0018K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1540|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15040166-002     |      200.000 |08/08/2023|TransientSuppressionDiode,39V,53.9V,1"  |272J|Reschedule out (09/02/23)|                       |USD  |      0.067000 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0018K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1550|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15040262-004     |      100.000 |08/08/2023|Transient Suppression Diode,75V,103V,14.|272J|Reschedule out (09/09/23)|                       |USD  |      0.090200 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0018K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1560|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15040316-005     |      216.000 |08/08/2023|Transient Suppression Diode,13.3V,25.9V,|272J|Reschedule out (09/11/23)|                       |USD  |      0.023700 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0018K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1570|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15040428         |      200.000 |08/12/2023|Zener diode,10V,0.2W,SOD523,Power dedica|272J|Reschedule out (08/26/23)|                       |USD  |      0.009000 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/12/2023|P95|Israel Souza     |EMS02R20002208HWA0024K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1580|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15040441-005     |      200.000 |08/08/2023|Transient Suppression Diode,6.67V,20V,30|272J|Reschedule out (09/10/23)|                       |USD  |      0.148600 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0018K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1590|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15050026         |    1,943.000 |08/08/2023|Transistor,NPN,40V,600mA,225mW,750mV 500|272J|Reschedule out (09/07/23)|                       |USD  |      0.006000 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0018K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1600|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15050122         |      100.000 |08/08/2023|PNP Transistors,150V,,500mA,225mW,200mV@|272J|Reschedule out (09/10/23)|                       |USD  |      0.008300 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0018K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1610|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15050145-002     |      400.000 |08/08/2023|Transistor,PNP,40V,1000mA,300mW,500mV@1A|272J|Reschedule out (09/09/23)|                       |USD  |      0.018800 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0002K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1620|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15050185-004     |      200.000 |08/08/2023|NPNTransistors,100V,4500mA,1500mW,195m" |272J|Reschedule out (09/10/23)|                       |USD  |      0.075000 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0002K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1630|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |15060226-001     |      100.000 |08/08/2023|small-signalMOSFET,NChannel,30V,0.85A"  |272J|Reschedule out (09/02/23)|                       |USD  |      0.024300 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0002K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1640|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |19020430         |       24.000 |08/08/2023|Gas Discharge Pipe,90V,10000A,5.4*5.4*5m|272J|Reschedule out (08/27/23)|                       |USD  |      0.139400 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0002K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1650|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |21170258         |      100.000 |08/08/2023|Conductor,DKBA8.046.6981,Pillar-Conflux"|272J|Reschedule out (09/14/23)|                       |USD  |      0.077700 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0002K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1660|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |29043092         |    2,000.000 |08/08/2023|Product Label,Label,DKBA8.818.5922,Indiv|272J|Reschedule out (08/21/23)|                       |USD  |      0.005200 |PC  |    0.000 |C  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0002K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1670|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |33030031-009     |      200.000 |08/08/2023|Terminal block Connector,1Pin,10A,straig|272J|Reschedule out (08/15/23)|                       |USD  |      0.103100 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0002K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1680|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |33030059-002     |      100.000 |08/08/2023|Temperature Sensor IC,-40~+125degC,1.7V,|272J|Reschedule out (08/15/23)|                       |USD  |      0.162100 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0002K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1690|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |33030064         |      100.000 |08/08/2023|TemperatureSensorIC,-40degC-+120degC,"  |272J|Reschedule out (08/27/23)|                       |USD  |      0.740800 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0002K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1700|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |33030064-002     |       17.000 |08/08/2023|Temperature Sensor IC,-40degC-+120degC,2|272J|Reschedule out (08/11/23)|                       |USD  |      0.763600 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0002K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1710|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |35042327         |        3.000 |08/08/2023|COT,Hi6881RFIV105                       |272J|Reschedule out (08/11/23)|                       |USD  |     27.252600 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0019K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1720|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |36020373-016     |      100.000 |08/08/2023|Temperature Sensor IC,-55~130degC,2.4V,5|272J|Reschedule out (09/10/23)|                       |USD  |      0.145000 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0019K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1730|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |38020182         |      100.000 |08/08/2023|AnalogSwitch,single-poledoublethrow,    |272J|Reschedule out (09/08/23)|                       |USD  |      0.119300 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0019K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1740|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |38090220-001     |       27.000 |08/08/2023|RS232,RS232 transceiver_38090157,1.65~3.|272J|Reschedule out (08/11/23)|                       |USD  |      0.293400 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0019K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019205|1750|MHT052|HUAWEI TECHNOLOGIES CO., LTD.      |38090244         |      100.000 |08/08/2023|RS485/422,1channelRS485Half-DuplexT"    |272J|Reschedule out (09/10/23)|                       |USD  |      0.256600 |PC  |    0.000 |A  |47 |        14| 0 | 0 |06/08/2023|P95|Israel Souza     |EMS02R20002208HWA0019K                  |         |06/22/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
